student_id,minutes_watched,paid_in_q2
233245,5.92,0
233639,5.23,0
234481,17.48,0
236058,32.97,0
236476,0.08,0
240377,5.37,0
241053,41.65,0
241509,39.38,0
241641,49.13,0
241777,2.02,0
241999,0.12,0
242930,0.13,0
243528,1.13,0
243557,0.07,0
244629,27.52,0
247688,36.22,0
247775,59.37,0
247903,25.1,0
248451,6.13,0
249725,0.63,0
250417,0.17,0
250501,41.57,0
250710,38.1,0
251525,29.1,0
251855,0.5,0
251891,0.1,0
252262,4.92,0
253166,1.6,0
253427,34.13,0
253700,2.02,0
254546,14.63,0
255892,8.55,0
256043,16.97,0
256168,0.17,0
257648,21.93,0
257871,6.73,0
258362,7.77,0
258374,7.58,0
258897,0.1,0
258915,3.33,0
259762,18.97,0
260334,14.07,0
260750,75.07,0
262886,1.28,0
263438,25.02,0
264135,44.82,0
264194,3.07,0
264686,10.27,0
264699,79.12,0
264831,132.08,0
265037,0.5,0
265056,14.95,0
265273,3.62,0
265362,33.93,0
265731,1.47,0
266038,0.68,0
266176,1.03,0
266315,57.48,0
266447,73.28,0
266481,8.07,0
266795,3.12,0
267154,6.47,0
267226,9.07,0
267240,2.8,0
267816,0.72,0
267880,34.95,0
267937,17.62,0
268033,4.63,0
268315,0.08,0
268359,19.83,0
268639,2.1,0
268654,1.52,0
268678,66.57,0
268820,12.18,0
268916,11.1,0
269023,46.83,0
269028,26.18,0
269109,1.2,0
269143,18.48,0
269169,13.3,0
269178,41.73,0
269179,37.87,0
269180,0.25,0
269186,141.85,0
269214,0.95,0
269218,45.12,0
269238,1.53,0
269241,0.37,0
269266,40.27,0
269270,43.32,0
269272,23.18,0
269280,2.87,0
269312,17.2,0
269340,29.93,0
269373,10.75,0
269400,13.72,0
269455,0.15,0
269486,6.65,0
269511,11.92,0
269547,0.27,0
269559,34.53,0
269591,0.72,0
269593,60.98,0
269607,21.23,0
269615,1.6,0
269625,67.53,0
269634,3.98,0
269660,2.25,0
269674,5.7,0
269709,1.12,0
269711,95.55,0
269712,5.87,0
269729,4.07,0
269748,0.07,0
269757,166.93,0
269761,10.38,0
269772,44.38,0
269784,10.7,0
269805,3.37,0
269827,87.55,0
269852,2.52,0
269887,0.15,0
269895,27.67,0
269947,0.35,0
269966,65.37,0
269988,5.73,0
270045,22.17,0
270111,5.95,0
270132,0.2,0
270173,2.87,0
270186,7.25,0
270193,214.65,0
270226,0.42,0
270253,10.1,0
270268,0.05,0
270278,34.05,0
270283,0.13,0
270284,0.1,0
270301,1.05,0
270350,6.63,0
270366,0.55,0
270407,35.92,0
270414,87.1,0
270467,42.15,0
270472,5.12,0
270525,0.5,0
270534,0.48,0
270554,10.62,0
270575,6.8,0
270579,0.12,0
270581,0.37,0
270592,5.47,0
270600,1.1,0
270611,0.33,0
270615,8.45,0
270681,3.95,0
270718,3.77,0
270722,15.1,0
270736,0.98,0
270771,13.12,0
270787,84.5,0
270792,1.17,0
270797,15.17,0
270812,2.38,0
270855,39.65,0
270865,32.4,0
270900,18.43,0
270937,19.43,0
270980,0.32,0
270996,11.82,0
271022,7.93,0
271056,3.23,0
271061,1.68,0
271068,18.63,0
271072,5.03,0
271104,1.2,0
271152,0.42,0
271217,18.88,0
271237,24.9,0
271255,7.2,0
271259,1.72,0
271265,9.87,0
271280,55.42,0
271286,38.22,0
271291,39.53,0
271346,0.73,0
271350,0.05,0
271354,6.55,0
271362,0.12,0
271365,21.82,0
271407,36.02,0
271432,56.9,0
271434,116.37,0
271441,39.75,0
271538,29.23,0
271540,38.35,0
271555,2.32,0
271580,0.58,0
271610,0.77,0
271618,103.45,0
271633,0.32,0
271645,0.05,0
271679,7.08,0
271682,266.67,0
271687,173.88,0
271688,16.62,0
271818,0.85,0
271819,1.67,0
271828,27.92,0
271841,0.78,0
271842,10.42,0
271869,20.62,0
271886,0.05,0
271913,32.77,0
271926,2.05,0
271935,86.97,0
272054,45.63,0
272075,0.25,0
272089,11.07,0
272122,37.68,0
272124,51.9,0
272155,67.8,0
272172,1.6,0
272181,12.9,0
272188,0.5,0
272206,0.87,0
272217,0.42,0
272233,1.88,0
272250,0.17,0
272258,113.67,0
272291,53.17,0
272292,12.58,0
272304,0.08,0
272305,11.08,0
272389,16.37,0
272399,32.13,0
272434,40.47,0
272435,9.5,0
272443,20.88,0
272453,17.22,0
272471,46.53,0
272473,10.3,0
272521,0.12,0
272533,0.22,0
272546,2.22,0
272572,22.8,0
272582,13.82,0
272593,0.4,0
272604,49.98,0
272608,39.7,0
272629,0.62,0
272633,45.52,0
272652,0.47,0
272655,38.45,0
272668,0.05,0
272678,0.1,0
272720,2.63,0
272725,22.62,0
272727,365.98,0
272729,23.93,0
272735,1.58,0
272744,0.03,0
272775,6.57,0
272784,66.28,0
272794,2.95,0
272805,0.33,0
272837,43.58,0
272840,9.73,0
272895,4.28,0
272905,330.28,0
272935,0.53,0
272952,2.17,0
273040,11.07,0
273048,0.53,0
273069,109.58,0
273071,0.65,0
273118,19.4,0
273121,126.92,0
273149,18.57,0
273163,4.57,0
273168,9.13,0
273179,46.03,0
273204,1.08,0
273212,0.73,0
273232,14.38,0
273242,6.2,0
273250,4.12,0
273261,41.48,0
273264,190.53,0
273272,49.6,0
273290,54.52,0
273293,49.68,0
273298,3.13,0
273351,18.38,0
273397,72.23,0
273480,0.6,0
273492,3.12,0
273525,4.17,0
273557,3.73,0
273566,19.5,0
273587,35.12,0
273592,0.05,0
273598,0.55,0
273607,44.55,0
273619,1,0
273626,10.78,0
273694,0.1,0
273712,7.67,0
273715,3.53,0
273720,89.1,0
273721,57.38,0
273768,3.25,0
273775,47.42,0
273780,0.23,0
273798,1.42,0
273891,1.87,0
273908,6.48,0
273971,51.47,0
273979,4.73,0
274002,4.08,0
274028,2.55,0
274035,19.02,0
274060,82.45,0
274081,25.55,0
274085,18.67,0
274143,1.2,0
274171,1.83,0
274222,3.92,0
274271,0.08,0
274275,7.78,0
274283,4.63,0
274316,0.07,0
274331,9.22,0
274340,98.57,0
274408,2.97,0
274444,2.08,0
274450,0.35,0
274464,147.27,0
274472,45.82,0
274476,7,0
274479,22.47,0
274530,14.07,0
274545,72.77,0
274555,7.75,0
274563,1.5,0
274574,1.23,0
274584,7.67,0
274587,28.73,0
274591,1.23,0
274602,68.13,0
274613,0.67,0
274615,23.82,0
274642,12.23,0
274644,0.72,0
274656,1.22,0
274668,9.22,0
274683,4.68,0
274686,1.62,0
274696,1.1,0
274700,0.28,0
274701,0.57,0
274708,0.13,0
274713,16.03,0
274725,22.75,0
274742,51.05,0
274745,0.25,0
274785,10.42,0
274797,51.23,0
274827,3.62,0
274864,18.82,0
274885,33.9,0
274921,50.12,0
274922,37.98,0
274925,7.43,0
274980,2.55,0
274989,0.08,0
275035,13.87,0
275045,213.07,0
275058,1.3,0
275076,1.4,0
275078,1.68,0
275117,1.47,0
275130,41.87,0
275135,56.28,0
275152,0.1,0
275180,0.27,0
275184,5.17,0
275188,0.7,0
275201,2.68,0
275208,10.85,0
275230,0.23,0
275251,0.38,0
275271,22.23,0
275279,0.57,0
275291,3.53,0
275313,1.13,0
275315,1.13,0
275316,20.38,0
275320,0.73,0
275338,3.75,0
275360,49.73,0
275364,2.18,0
275391,8.57,0
275485,2.03,0
275488,2.48,0
275515,7.7,0
275519,11.03,0
275537,0.93,0
275558,0.5,0
275578,0.55,0
275595,1.53,0
275667,3.85,0
275714,11.67,0
275715,3.33,0
275790,30.6,0
275804,2.23,0
275811,33.87,0
275816,0.25,0
275861,0.35,0
275865,0.75,0
275873,0.4,0
275874,1.03,0
275917,10.42,0
275918,2.93,0
275930,4.7,0
275933,0.3,0
276010,10.32,0
276053,0.6,0
276116,43.5,0
276138,3.88,0
276192,10.87,0
276223,2.67,0
276241,0.08,0
276262,1.5,0
276306,2.68,0
276323,10.42,0
276351,1.02,0
276355,145.67,0
276378,16.53,0
276381,15.42,0
276402,1.25,0
276410,1.95,0
276456,1.18,0
276505,44.92,0
276533,1.13,0
276535,13.58,0
276541,25.38,0
276547,2.5,0
276569,0.63,0
276575,6.92,0
276590,42.12,0
276600,3.15,0
276604,0.73,0
276626,1.62,0
276664,76.63,0
276717,0.38,0
276744,29.68,0
276771,0.05,0
276774,1.32,0
276793,2.08,0
276816,3.85,0
276820,0.65,0
276835,33.43,0
276860,5.02,0
276904,3.5,0
276911,54.7,0
276931,4.73,0
276947,15.02,0
277000,50.58,0
277019,98.42,0
277022,0.17,0
277037,209.67,0
277046,1.4,0
277074,1.28,0
277096,0.18,0
277102,1.82,0
277107,31.17,0
277118,1.03,0
277121,0.2,0
277129,45.25,0
277133,20.97,0
277180,0.68,0
277220,7.95,0
277224,1.42,0
277265,33.12,0
277347,0.95,0
277354,3.25,0
277360,0.43,0
277363,26.87,0
277391,69.15,0
277404,0.43,0
277413,13.05,0
277420,10.72,0
277422,39.97,0
277431,0.32,0
277452,2.08,0
277479,52.37,0
277484,1.67,0
277527,49.87,0
277529,19.7,0
277538,0.22,0
277549,1.53,0
277573,33.18,0
277586,0.95,0
277615,0.13,0
277642,10.97,0
277651,1.47,0
277663,33.88,0
277673,5.95,0
277676,33.77,0
277724,0.12,0
277727,69.62,0
277764,0.07,0
277868,1.3,0
277896,12.95,0
277908,4.23,0
277914,2.02,0
277955,0.75,0
277962,64.08,0
277970,0.22,0
277981,9.98,0
278017,0.77,0
278058,0.1,0
278059,0.6,0
278062,1.07,0
278113,49.5,0
278128,4.32,0
278134,0.95,0
278147,3.27,0
278156,2.12,0
278157,22.3,0
278185,5.28,0
278289,2.8,0
278292,0.47,0
278294,11.35,0
278350,0.2,0
278364,5.62,0
278370,0.58,0
278392,6.67,0
278431,6.97,0
278455,24.62,0
278524,2.42,0
278545,6.63,0
278601,0.75,0
278613,85.42,0
278627,19.5,0
278670,1.48,0
278681,0.25,0
278687,27.5,0
278743,28.37,0
278815,94.7,0
278824,5.17,0
278828,50.4,0
278843,278.05,0
278887,1.15,0
278889,0.07,0
278891,10.35,0
278901,0.9,0
278907,1.07,0
278918,3.13,0
278949,51.23,0
278953,147,0
278970,1.55,0
278982,6.45,0
278991,0.12,0
278998,1.13,0
279031,1.2,0
279055,64.23,0
279056,1.13,0
279060,0.05,0
279077,1.13,0
279144,8.82,0
279155,13.72,0
279169,89.25,0
279210,9.1,0
279223,0.3,0
279233,6.58,0
279249,1.4,0
279255,0.8,0
279265,30.4,0
279268,10.53,0
279275,3.65,0
279307,4.23,0
279341,0.1,0
279359,2.83,0
279362,0.43,0
279387,17.02,0
279392,0.72,0
279416,0.68,0
279430,0.15,0
279441,19.3,0
279447,17.02,0
279479,3.65,0
279494,1.57,0
279506,1.15,0
279576,0.28,0
279579,17.42,0
279592,6.57,0
279622,0.28,0
279640,0.82,0
279657,0.27,0
279692,0.1,0
279702,38.3,0
279726,18.87,0
279757,1.13,0
279787,76.65,0
279789,0.43,0
279837,3.2,0
144,0.2,0
1338,1.95,0
1614,3.85,0
3270,30.23,0
3985,0.12,0
4696,0.45,0
6002,0.3,0
6992,0.67,0
7327,12.63,0
8572,40.25,0
8835,257.18,0
9399,0.28,0
9771,17.07,0
18757,1.02,0
20529,25.92,0
25233,14.45,0
29987,2.15,0
32687,64.47,0
32713,39.7,0
37337,32.65,0
51548,47.13,0
53781,0.05,0
59019,2.57,0
59227,4.03,0
70129,5.03,0
75640,2.1,0
76930,48.25,0
81693,24.02,0
82714,1.85,0
88979,16.1,0
93897,30.18,0
122442,5.1,0
135762,0.05,0
139043,0.3,0
144406,1.15,0
145434,0.78,0
146405,1.02,0
146925,13.32,0
147656,3.03,0
150839,20.12,0
151077,0.37,0
152918,0.33,0
155925,2.02,0
156282,6.15,0
157558,11.17,0
158280,103.98,0
158423,2.2,0
158846,20.68,0
159545,1.12,0
160008,3.05,0
160043,1.93,0
161373,1.72,0
162108,0.92,0
162295,0.18,0
162517,0.37,0
163113,12.48,0
163461,7.15,0
163834,0.38,0
164645,0.1,0
164930,3.58,0
168266,0.88,0
170023,5.92,0
170068,0.25,0
174557,1.87,0
174827,0.28,0
175407,0.18,0
175676,2.22,0
176294,4.77,0
176394,9.2,0
176510,0.05,0
177684,0.37,0
177885,0.23,0
178072,35.3,0
179218,379.82,0
179739,1.42,0
179929,28.13,0
180622,27.77,0
181653,3.15,0
181750,75.07,0
183741,1.18,0
184045,8.05,0
184620,0.05,0
185020,0.65,0
185515,0.07,0
185982,8.67,0
186953,301.83,0
188349,16.6,0
192304,10.93,0
194887,87.95,0
197574,8.93,0
198947,0.5,0
199340,1.02,0
199516,2.15,0
200602,1.2,0
201147,0.43,0
201190,0.05,0
201253,0.12,0
201658,1.18,0
203411,0.33,0
204341,15.13,0
207640,0.17,0
208130,0.52,0
209746,0.08,0
210176,0.05,0
211987,8.83,0
214719,0.05,0
215915,132.63,0
217663,3.4,0
219029,0.57,0
219543,0.13,0
220610,13.18,0
221583,45.1,0
222872,14.65,0
223685,72.05,0
224204,0.8,0
224401,17.33,0
224781,13.2,0
225442,30.93,0
226061,13.48,0
226894,17.72,0
226997,4.42,0
227113,15.95,0
227272,0.05,0
227845,39.58,0
228121,4.43,0
228367,48.88,0
229345,3.42,0
230022,0.28,0
230056,7.02,0
231355,4.63,0
232201,1.5,0
233177,5.35,0
233250,18.98,0
233577,0.17,0
233711,0.22,0
234254,0.2,0
235224,0.25,0
235896,1.68,0
235913,28.45,0
237976,1.08,0
238340,17.55,0
238359,0.65,0
238401,26.5,0
238499,0.07,0
238916,3.7,0
239381,0.12,0
239430,0.95,0
240067,0.17,0
240281,4.15,0
240398,20.32,0
240442,27.3,0
240458,1.1,0
240506,8.3,0
240677,53.4,0
241159,0.82,0
241439,0.33,0
242938,60.4,0
243427,0.67,0
245479,2.4,0
245811,28.25,0
247151,109.33,0
248973,8.2,0
249383,10.23,0
249634,0.12,0
250078,3.67,0
251050,2.12,0
251424,43.42,0
251950,0.45,0
252417,0.8,0
253215,2.8,0
253753,15.23,0
255085,35.42,0
255137,1.48,0
255179,0.22,0
255931,5.9,0
256133,1.18,0
256209,1.4,0
256409,59.82,0
256832,8.57,0
257213,52.18,0
257472,0.12,0
258305,1.25,0
258506,0.25,0
258508,59.88,0
258971,0.3,0
260123,5.2,0
260853,0.33,0
261453,4.17,0
262073,1.22,0
262676,4.68,0
263236,17.3,0
263950,4.65,0
264114,6.45,0
264367,0.33,0
265028,4.27,0
265048,8.2,0
265137,0.1,0
265267,0.18,0
265351,2.7,0
265560,38.17,0
265595,21.97,0
265808,486.98,0
265863,43.02,0
266059,2.3,0
266312,15.45,0
266609,0.13,0
266685,26.25,0
266912,1.9,0
267054,8.03,0
267162,47.42,0
267329,1.87,0
267412,2.75,0
267732,0.22,0
267971,6.8,0
268365,2.87,0
268435,79.77,0
268621,62.43,0
268682,7.52,0
268816,52.18,0
269092,0.82,0
269139,69.3,0
269170,0.63,0
269189,1.47,0
269199,0.8,0
269207,1.2,0
269219,0.1,0
269283,35.13,0
269304,5.35,0
269336,4.75,0
269384,10.07,0
269389,12.85,0
269396,88.38,0
269411,10.02,0
269416,4.22,0
269458,101.07,0
269461,0.1,0
269496,1.57,0
269517,0.15,0
269556,0.05,0
269562,0.23,0
269629,0.25,0
269637,0.43,0
269666,42.03,0
269691,15,0
269699,16.2,0
269719,6.55,0
269721,19.05,0
269734,1.62,0
269776,6.15,0
269792,10.47,0
269840,53.6,0
269847,3.18,0
269867,22.47,0
269915,4.58,0
269931,0.07,0
269960,75.4,0
269992,0.65,0
270017,64.85,0
270065,7.68,0
270072,17.13,0
270129,20.77,0
270150,2.42,0
270174,1.2,0
270180,44.58,0
270198,0.8,0
270202,18.3,0
270205,47.32,0
270218,6.38,0
270232,28.42,0
270249,0.88,0
270259,49.87,0
270267,41.48,0
270335,39.02,0
270343,0.13,0
270349,0.48,0
270362,65.28,0
270365,1.48,0
270388,1.43,0
270420,0.28,0
270434,11.63,0
270448,18.82,0
270456,0.05,0
270459,11.7,0
270477,2.9,0
270479,0.28,0
270484,93.93,0
270512,59.15,0
270536,1.03,0
270580,1.93,0
270584,11.08,0
270585,4.85,0
270621,1.55,0
270622,0.52,0
270629,7.62,0
270639,18.37,0
270668,40.18,0
270676,16.38,0
270689,25.68,0
270697,0.1,0
270705,1.23,0
270711,0.17,0
270760,0.17,0
270783,2.5,0
270805,43.18,0
270821,0.05,0
270835,14.32,0
270895,47.97,0
270897,1.93,0
270912,14.22,0
270974,43.73,0
271012,1.17,0
271013,44.12,0
271026,12.95,0
271040,7.37,0
271043,11.7,0
271058,11.87,0
271071,53.37,0
271088,16.77,0
271090,29.07,0
271092,18.4,0
271100,17.22,0
271109,1.53,0
271143,1.2,0
271150,0.48,0
271162,28.02,0
271234,6.38,0
271239,9.3,0
271249,0.22,0
271258,0.78,0
271271,7,0
271278,0.95,0
271287,1.33,0
271290,50.6,0
271299,29.78,0
271301,43.67,0
271312,10.15,0
271333,104.87,0
271366,48.27,0
271386,12.87,0
271387,18.02,0
271395,0.23,0
271425,6.88,0
271453,14.8,0
271455,1.38,0
271458,48.23,0
271475,39.03,0
271498,2.68,0
271502,1.48,0
271507,0.2,0
271512,1.22,0
271569,4.45,0
271575,1.15,0
271582,3.7,0
271590,2,0
271595,20.28,0
271597,0.1,0
271603,36.78,0
271615,1.88,0
271619,0.28,0
271648,9.27,0
271653,0.37,0
271671,0.37,0
271676,9.42,0
271689,31.18,0
271698,116.92,0
271721,1.75,0
271724,0.72,0
271746,9.12,0
271759,18.92,0
271776,0.17,0
271791,0.15,0
271803,0.68,0
271821,1.2,0
271861,29.5,0
271865,36.47,0
271880,0.13,0
271893,0.48,0
271900,47.75,0
271949,20.03,0
271975,9.32,0
271986,37.68,0
272002,15.88,0
272010,0.68,0
272019,1.65,0
272044,10.37,0
272045,12.03,0
272047,50.37,0
272067,0.23,0
272068,0.98,0
272094,0.43,0
272159,51.28,0
272163,0.8,0
272184,0.72,0
272210,12.12,0
272214,24.42,0
272248,52.55,0
272249,0.18,0
272267,45.83,0
272307,0.22,0
272327,1.18,0
272339,0.1,0
272341,0.55,0
272342,66.43,0
272355,25.32,0
272372,15.55,0
272373,3.33,0
272384,0.43,0
272396,0.2,0
272405,21.62,0
272445,5.2,0
272513,0.35,0
272523,1.13,0
272553,42.57,0
272566,0.22,0
272613,8.87,0
272623,0.05,0
272691,19.05,0
272726,3.08,0
272748,5.77,0
272771,6.55,0
272796,12.77,0
272810,25.22,0
272824,0.42,0
272875,46.22,0
272899,0.38,0
272945,76.28,0
273008,1.4,0
273009,2.67,0
273020,43.1,0
273043,19,0
273055,2.22,0
273059,0.47,0
273074,7.4,0
273105,0.7,0
273134,0.45,0
273158,21.68,0
273181,0.48,0
273185,50.87,0
273197,1.92,0
273202,2.32,0
273210,81.18,0
273253,0.17,0
273262,7.13,0
273266,0.58,0
273287,37.47,0
273295,13.18,0
273306,0.85,0
273315,10.42,0
273326,11.47,0
273330,34.77,0
273331,4.93,0
273333,6.22,0
273336,4.8,0
273345,12.48,0
273386,1.88,0
273426,0.07,0
273459,2.23,0
273484,19.03,0
273491,0.22,0
273503,0.5,0
273526,32.07,0
273535,2.92,0
273562,0.78,0
273575,28.63,0
273576,8.92,0
273580,166.53,0
273612,0.43,0
273631,0.97,0
273656,17.97,0
273670,0.42,0
273726,3.3,0
273758,0.12,0
273769,14.37,0
273814,4.97,0
273818,18.47,0
273820,1.8,0
273831,4.43,0
273835,36.37,0
273843,1.67,0
273881,2.27,0
273925,11.12,0
273930,5.85,0
273955,11.98,0
273956,0.2,0
273961,1.4,0
273964,1.07,0
274016,2.42,0
274030,6.22,0
274061,0.12,0
274096,261.78,0
274145,0.35,0
274147,18.85,0
274180,0.13,0
274226,6.62,0
274228,9.37,0
274291,15.35,0
274322,5.08,0
274327,7.73,0
274330,16.6,0
274354,46.5,0
274356,6.65,0
274368,15.17,0
274369,0.37,0
274394,26.73,0
274422,32.77,0
274437,1.17,0
274448,136.72,0
274482,0.58,0
274484,0.43,0
274486,6.57,0
274503,0.23,0
274531,37.83,0
274537,15.57,0
274560,1.05,0
274603,6.8,0
274619,35.88,0
274637,1.57,0
274638,7.25,0
274665,0.53,0
274671,11.87,0
274707,28.95,0
274714,4.17,0
274722,12.8,0
274726,49.18,0
274729,0.35,0
274761,0.87,0
274782,0.8,0
274793,104.23,0
274812,0.82,0
274846,37.1,0
274858,0.72,0
274873,0.27,0
274875,61.3,0
274899,6.17,0
274900,1.7,0
274919,47.22,0
274961,12.93,0
274967,0.73,0
274969,77.45,0
275031,44.88,0
275032,1.2,0
275071,1.27,0
275085,0.42,0
275110,1.78,0
275116,0.73,0
275131,27.98,0
275142,6.55,0
275147,110.7,0
275181,92.65,0
275195,0.2,0
275211,38.67,0
275218,1.93,0
275243,17.6,0
275255,62.27,0
275258,50.65,0
275263,1.67,0
275289,3.18,0
275306,10.98,0
275307,2.65,0
275348,0.12,0
275352,1.92,0
275353,7.2,0
275370,38.13,0
275395,6.87,0
275425,35.17,0
275451,0.08,0
275462,11.88,0
275466,75.15,0
275540,0.17,0
275587,2.23,0
275626,3.28,0
275632,39.58,0
275641,4.9,0
275669,0.07,0
275701,28.77,0
275711,18.5,0
275723,14.45,0
275772,0.22,0
275829,0.35,0
275883,1.4,0
275889,32.78,0
275893,0.48,0
275935,1.9,0
275969,46.45,0
275981,43.1,0
275987,4.22,0
276037,15.3,0
276075,2.52,0
276078,4.43,0
276095,0.77,0
276108,3.8,0
276168,41.63,0
276170,10.07,0
276194,6.18,0
276214,1.58,0
276220,60.98,0
276273,0.42,0
276318,1.48,0
276330,0.4,0
276339,1.2,0
276356,10.12,0
276387,0.87,0
276406,0.5,0
276409,1.77,0
276430,12.9,0
276438,7.85,0
276452,44.17,0
276453,2.87,0
276481,13.43,0
276504,0.37,0
276517,6.08,0
276568,0.23,0
276572,0.18,0
276591,33.08,0
276612,0.17,0
276614,4.48,0
276627,51.87,0
276646,0.15,0
276661,7.47,0
276678,0.27,0
276684,9.85,0
276686,0.17,0
276705,1.2,0
276710,0.17,0
276753,9.17,0
276839,9.95,0
276845,0.7,0
276849,39.28,0
276856,1.15,0
276868,27.37,0
276880,0.32,0
276907,2.78,0
276917,32.87,0
276919,0.68,0
276921,1.43,0
276929,6.3,0
276934,14.7,0
276937,0.2,0
276950,0.78,0
276957,3.03,0
276966,28.42,0
276976,1.03,0
276982,6.52,0
277010,37.33,0
277014,43.92,0
277024,132.07,0
277083,1.27,0
277088,2.5,0
277113,19.13,0
277152,10.22,0
277155,1.85,0
277161,44.77,0
277194,0.48,0
277210,14.12,0
277229,12.9,0
277232,20.75,0
277242,82.15,0
277269,0.22,0
277296,1.07,0
277297,9.87,0
277301,84.23,0
277311,0.75,0
277339,7.95,0
277342,0.3,0
277353,6.72,0
277368,0.65,0
277433,17.35,0
277439,0.3,0
277449,5.13,0
277451,0.15,0
277455,1.57,0
277463,1.87,0
277470,1.17,0
277492,167.85,0
277519,1.63,0
277531,0.33,0
277551,6.88,0
277554,7.35,0
277555,3.13,0
277579,0.3,0
277599,10.92,0
277646,2.63,0
277660,35.8,0
277698,29.62,0
277702,21.05,0
277718,175.47,0
277730,0.63,0
277735,0.12,0
277746,8.2,0
277761,0.13,0
277820,6.32,0
277848,0.32,0
277886,43.65,0
277897,6.2,0
277909,0.67,0
277913,2.38,0
277935,31.7,0
277938,1.2,0
277951,33.9,0
277965,11.65,0
278025,0.68,0
278079,1.33,0
278133,0.37,0
278154,0.35,0
278203,1.22,0
278242,5.22,0
278263,6.28,0
278266,6.62,0
278304,1.87,0
278311,2.78,0
278313,3.15,0
278338,48.73,0
278367,6.43,0
278371,28.77,0
278385,60.32,0
278408,11.17,0
278440,39.57,0
278499,1.97,0
278500,0.37,0
278512,0.28,0
278533,1.3,0
278564,10.78,0
278612,5.87,0
278696,0.2,0
278710,49.72,0
278712,4.15,0
278742,109.25,0
278762,26.28,0
278846,0.3,0
278878,0.42,0
278895,6.57,0
278917,4.73,0
278925,0.47,0
